airport_name,airport_code,city_code,city_name,country_name
GAvle Sandviken Airport,GVX,GVX,Gavle,Sweden
Gwadar International Airport,GWD,GWD,Gwadar,Pakistan
Thornhill Air Base,GWE,GWE,Gweru,Zimbabwe
Gwalior Airport,GWL,GWL,Gwalior,India
Westerland Sylt Airport,GWT,GWT,Westerland,Germany
Galway Airport,GWY,GWY,Galway,Ireland
Sayun International Airport,GXF,GXF,Seiyun,Yemen
Negage Airport,GXG,GXG,Negage,Angola
Teniente Vidal Airport,GXQ,GXQ,Coyhaique,Chile
Yagoua,GXX,GXX,Yagoua,Cameroon
Capitan de Av. Emilio Beltran Airport,GYA,GYA,Guayaramerin,Bolivia
Heydar Aliyev International Airport,GYD,GYD,Baku,Azerbaijan
Jose Joaquin de Olmedo International Airport,GYE,GYE,Guayaquil,Ecuador
Gisenyi Airport,GYI,GYI,Gisenyi,Ruanda
General Jose Maria Yanez International Airport,GYM,GYM,Guaymas,Mexico
Santa Genoveva Airport,GYN,GYN,Goiania,Brazil
Phoenix Goodyear Airport,GYR,GYR,Goodyear,United States
Nusatupe Airport,GZO,GZO,Gizo,Solomon Islands
Gazipasa Airport,GZP,GZP,Gazipasa,Turkey
Gaziantep International Airport,GZT,GZT,Gaziantep,Turkey
Hasvik Airport,HAA,HAA,Hasvik,Norway
Hachijojima Airport,HAC,HAC,Hachijo Jima,Japan
Halmstad Airport,HAD,HAD,Halmstad,Sweden
Havasupai,HAE,HAE,Havasupai,United States
Dr Haines,HAI,HAI,Three Rivers,United States
Hannover Airport,HAJ,HAJ,Hanover,Germany
Haikou Meilan International Airport,HAK,HAK,Haikou,China
Hamburg Airport,HAM,HAM,Hamburg,Germany
Lubeck Blankensee Airport,LBC,HAM,Hamburg,Germany
Noi Bai International Airport,HAN,HAN,Hanoi,Vietnam
Long Island,HAP,HAP,Long Island,Australia
Capital City Airport,HAR,HAR,Harrisburg,United States
Harrisburg International Airport,MDT,HAR,Harrisburg,United States
Hail Airport,HAS,HAS,Hail,Saudi Arabia
Haugesund Airport,HAU,HAU,Haugesund,Norway
Jose Marti International Airport,HAV,HAV,Havana,Cuba
Hobart International Airport,HBA,HBA,Hobart,Australia
Hubli Airport,HBX,HBX,Hubli,India
Eyl Airport,HCM,HCM,Eil,Somalia
Holy Cross Airport,HCR,HCR,Holy Cross,United States
Heringsdorf Airport,HDF,HDF,Heringsdorf,Germany
Hamadan Airport,HDM,HDM,Hamadan,Iran
Hoedspruit Air Force Base Airport,HDS,HDS,Hoedspruit Transv,South Africa
Hat Yai International Airport,HDY,HDY,Hat Yai,Thailand
Herat Airport,HEA,HEA,Herat,Afghanistan
Heho Airport,HEH,HEH,Heho,Myanmar
Heide Busum Airport,HEI,HEI,Heide Buesum,Germany
Helsinki Vantaa Airport,HEL,HEL,Helsinki,Finland
Heraklion International Nikos Kazantzakis Airport,HER,HER,Heraklion,Greece
Baita International Airport,HET,HET,Hohhot,China
Haifa International Airport,HFA,HFA,Haifa,Israel
Bradley International Airport,BDL,HFD,Hartford,United States
Hartford Brainard Airport,HFD,HFD,Hartford,United States
Hefei Luogang International Airport,HFE,HFE,Hefei,China
Hornafjorour Airport,HFN,HFN,Hornafjordur,Iceland
Hagfors Airport,HFS,HFS,Hagfors,Sweden
Hammerfest Airport,HFT,HFT,Hammerfest,Norway
Egal International Airport,HGA,HGA,Hargeisa,Somalia
Hughenden Airport,HGD,HGD,Hughenden,Australia
Hangzhou Xiaoshan International Airport,HGH,HGH,Hangzhou,China
Helgoland Dune Airport,HGL,HGL,Helgoland,Germany
Mae Hong Son Airport,HGN,HGN,Mae Hong Son,Thailand
Korhogo Airport,HGO,HGO,Korhogo,Ivory Coast
Hagerstown Regional Richard A Henson Field,HGR,HGR,Hagerstown,United States
Mount Hagen Kagamuga Airport,HGU,HGU,Mount Hagen,Papua New Guinea
Hilton Head Airport,HHH,HHH,Hilton Head,United States
Hua Hin Airport,HHQ,HHQ,Hua Hin,Thailand
Jack Northrop Field Hawthorne Municipal Airport,HHR,HHR,Hawthorne,United States
Range Regional Airport,HIB,HIB,Hibbing,United States
Hiroshima Airport,HIJ,HIJ,Hiroshima,Japan
Sacheon Air Base/Airport,HIN,HIN,Chinju,South Korea
Honiara International Airport,HIR,HIR,Honiara,Solomon Islands
Hayman Island,HIS,HIS,Hayman Island,Australia
Khajuraho Airport,HJR,HJR,Khajuraho,India
Hakodate Airport,HKD,HKD,Hakodate,Japan
Hong Kong International Airport,HKG,HKG,Hong Kong,Hong Kong
Hokitika Airfield,HKK,HKK,Hokitika,New Zealand
Kimbe Airport,HKN,HKN,Hoskins,Papua New Guinea
Phuket International Airport,HKT,HKT,Phuket,Thailand
Hickory Regional Airport,HKY,HKY,Hickory,United States
Lanseria Airport,HLA,HLA,Lanseria,South Africa
Dongshan Airport,HLD,HLD,Hailar,China
Hultsfred Airport,HLF,HLF,Hultsfred,Sweden
Ulanhot Airport,HLH,HLH,Ulanhot,China
Helena Regional Airport,HLN,HLN,Helena,United States
Anglesey Airport,HLY,HLY,Holyhead,United Kingdom
Hamilton International Airport,HLZ,HLZ,Hamilton,New Zealand
Sohag International Airport,HMB,HMB,Sohag Governorate,Egypt
Oued Irara Airport,HME,HME,Hassi Messaoud,Algeria
Khmelnytskyi Airport,HMJ,HMJ,Khmelnitskiy,Ukraine
General Ignacio P. Garcia International Airport,HMO,HMO,Hermosillo,Mexico
Ryan Field,HMT,HMT,Hemet,United States
Hemavan Airport,HMV,HMV,Hemavan,Sweden
Hanamaki Airport,HNA,HNA,Morioka,Japan
Hoonah Airport,HNH,HNH,Hoonah,United States
Daniel K Inouye International Airport,HNL,HNL,Honolulu,United States
Hana Airport,HNM,HNM,Hana,United States
Haines Airport,HNS,HNS,Haines,United States
Hengyang Nanyue Airport,HNY,HNY,Hengyang,China
Lea County Regional Airport,HOB,HOB,Hobbs,United States
Hodeidah International Airport,HOD,HOD,Hodeidah,Yemen
Ban Huoeisay Airport,HOE,HOE,Houeisay,Lao People's Democratic Republic
Al Ahsa Airport,HOF,HOF,Hofuf,Saudi Arabia
Frank Pais International Airport,HOG,HOG,Holguin,Cuba
Hao Airport,HOI,HOI,Hao Island,French Polynesia
Hooker Creek Airport,HOK,HOK,Hooker Creek,Australia
Homer Airport,HOM,HOM,Homer,United States
Huron Regional Airport,HON,HON,Huron,United States
Hof Plauen Airport,HOQ,HOQ,Hof,Germany
Horta Airport,HOR,HOR,Horta,Portugal
Memorial Field,HOT,HOT,Hot Springs,United States
Ellington Airport,EFD,HOU,Houston,United States
William P Hobby Airport,HOU,HOU,Houston,United States
George Bush Intercontinental Houston Airport,IAH,HOU,Houston,United States
"orsta Volda Airport, Hovden",HOV,HOV,Orsta Volda,Norway
Lifuka Island Airport,HPA,HPA,Ha'apai,Tonga
Hooper Bay Airport,HPB,HPB,Hooper Bay,United States
Cat Bi International Airport,HPH,HPH,Haiphong,Vietnam
Westchester County Airport,HPN,HPN,Westchester County,United States
Taiping Airport,HRB,HRB,Harbin,China
Robert Gabriel Mugabe International Airport,HRE,HRE,Harare,Zimbabwe
Hurghada International Airport,HRG,HRG,Hurghada,Egypt
Kharkiv International Airport,HRK,HRK,Kharkov,Ukraine
Valley International Airport,HRL,HRL,Harlingen,United States
Boone County Airport,HRO,HRO,Harrison,United States
Saga Airport,HSG,HSG,Saga,Japan
Hastings,HSI,HSI,Hastings,United States
Huesca/Pirineos Airport,HSK,HSK,Huesca,Spain
Huslia Airport,HSL,HSL,Huslia,United States
Homestead ARB Airport,HST,HST,Homestead,United States
Huntsville International Carl T Jones Field,HSV,HSV,Huntsville,United States
Chita Kadala Airport,HTA,HTA,Chita,Russian Federation
Hamilton Island Airport,HTI,HTI,Hamilton Island,Australia
East Hampton,HTO,HTO,East Hampton,United States
Hateruma Airport,HTR,HTR,Hateruma,Japan
Tri State/Milton J. Ferguson Field,HTS,HTS,Ashland,United States
Hatay Airport,HTY,HTY,Hatay,Turkey
Humbert River,HUB,HUB,Humbert River,Australia
Humera Airport,HUE,HUE,Humera,Ethiopia
"Terre Haute Regional Airport, Hulman Field",HUF,HUF,Terre Haute,United States
Huehuetenango Airport,HUG,HUG,Huehuetenango,Guatemala
Huahine Fare Airport,HUH,HUH,Huahine Island,French Polynesia
Phu Bai Airport,HUI,HUI,Hue,Vietnam
Hukuntsi,HUK,HUK,Hukuntsi,Botswana
Houma  Terrebonne Airport,HUM,HUM,Houma,United States
Hualien Airport,HUN,HUN,Hualien,Taiwan
Hon Airport,HUQ,HUQ,Houn,Libyan Arab Jamahiriya
Hughes Airport,HUS,HUS,Hughes,United States
Hutchinson Municipal Airport,HUT,HUT,Hutchison,United States
Hudiksvall Airport,HUV,HUV,Hudiksvall,Sweden
Humaita Airport,HUW,HUW,Humaita,Brazil
Bahias de Huatulco International Airport,HUX,HUX,Huatulco,Mexico
Humberside Airport,HUY,HUY,Humberside,United Kingdom
Analalava Airport,HVA,HVA,Analalava,Madagascar
Hervey Bay Airport,HVB,HVB,Hervey Bay,Australia
Valan Airport,HVG,HVG,Honningsvag,Norway
Tweed New Haven Airport,HVN,HVN,New Haven,United States
Havre City County Airport,HVR,HVR,Havre,United States
Hwange National Park Airport,HWN,HWN,Hwange National Park,Zimbabwe
North Perry Airport,HWO,HWO,Hollywood,United States
Hay Airport,HXX,HXX,Hay,Australia
Barnstable Municipal Boardman Polando Field,HYA,HYA,Hyannis,United States
Rajiv Gandhi International Airport,HYD,HYD,Hyderabad,India
Hydaburg Seaplane Base,HYG,HYG,Hydaburg,United States
Hollis,HYL,HYL,Hollis,United States
Huangyan Luqiao Airport,HYN,HYN,Huangyan,China
Hays Regional Airport,HYS,HYS,Hays,United States
Husavik Airport,HZK,HZK,Husavik,Iceland
Igarka Airport,IAA,IAA,Igarka,Russian Federation
Niagara Falls International Airport,IAG,IAG,Niagara Falls,United States
In Amenas Airport,IAM,IAM,In Amenas,Algeria
Bob Baker Memorial Airport,IAN,IAN,Kiana,United States
Siargao Airport,IAO,IAO,Siargao Island,Philippines
Tunoshna Airport,IAR,IAR,Yaroslavl,Russian Federation
Iasi Airport,IAS,IAS,Iasi,Romania
Ibadan Airport,IBA,IBA,Ibadan,Nigeria
Perales Airport,IBE,IBE,Ibague,Colombia
Hyakuri Airport,IBR,IBR,Omitama,Japan
Ibiza Airport,IBZ,IBZ,Ibiza,Spain
Cicia Airport,ICI,ICI,Cicia,Fiji Islands
Nieuw Nickerie Airport,ICK,ICK,Nieuw Nickerie,Suriname
Beech Factory Airport,BEC,ICT,Wichita,United States
Cessna Aircraft Field,CEA,ICT,Wichita,United States
Wichita Eisenhower National Airport,ICT,ICT,Wichita,United States
Idaho Falls Regional Airport,IDA,IDA,Idaho Falls,United States
Indagen,IDN,IDN,Indagen,Papua New Guinea
Devi Ahilyabai Holkar Airport,IDR,IDR,Indore,India
Zielona Gora Babimost Airport,IEG,IEG,Zielona Gora,Poland
Kiev Zhuliany International Airport,IEV,IEV,Kiev,Ukraine
Boryspil International Airport,KBP,IEV,Kiev,Ukraine
isafjorour Airport,IFJ,IFJ,Isafjordur,Iceland
Esfahan Shahid Beheshti International Airport,IFN,IFN,Isfahan,Iran
Ivano Frankivsk International Airport,IFO,IFO,Ivano Frankovsk,Ukraine
Inagua Airport,IGA,IGA,Inagua,Bahamas
Igdir Airport,IGD,IGD,Igdir,Turkey
Igiugig Airport,IGG,IGG,Igiugig,United States
Kingman,IGM,IGM,Kingman,United States
Chigorodo,IGO,IGO,Chigorodo,Colombia
Cataratas Del Iguazu International Airport,IGR,IGR,Iguazu,Argentina
Magas Airport,IGT,IGT,Magas,Russian Federation
Cataratas International Airport,IGU,IGU,Iguassu Falls,Brazil
Qishn,IHN,IHN,Qishn,Yemen
Ihosy,IHO,IHO,Ihosy,Madagascar
Ihu,IHU,IHU,Ihu,Papua New Guinea
Inishmaan Aerodrome,IIA,IIA,Inishmaan,Ireland
Iki Airport,IKI,IKI,Iki,Japan
Ikela Airport,IKL,IKL,Ikela,Congo (Rep. Dem.)
Tiksi Airport,IKS,IKS,Tiksi,Russian Federation
Irkutsk Airport,IKT,IKT,Irkutsk,Russian Federation
Illaga Airport,ILA,ILA,Illaga,Indonesia
Lleida Alguaire Airport,ILD,ILD,Lleida,Spain
Killeen Municipal,ILE,ILE,Killeen,United States
New Castle Airport,ILG,ILG,Wilmington,United States
Iliamna Airport,ILI,ILI,Iliamna,United States
Ilaka,ILK,ILK,Ilaka,Madagascar
Wilmington International Airport,ILM,ILM,Wilmington,United States
Iloilo International Airport,ILO,ILO,Iloilo,Philippines
ile des Pins Airport,ILP,ILP,Ile Des Pins,New Caledonia
Ilorin International Airport,ILR,ILR,Ilorin,Nigeria
Kilaguni Airport,ILU,ILU,Kilaguni,Kenya
Islay Airport,ILY,ILY,Islay,United Kingdom
Iamalele,IMA,IMA,Iamalele,Papua New Guinea
Imonda,IMD,IMD,Imonda,Papua New Guinea
Imphal Airport,IMF,IMF,Imphal,India
Ine Island,IMI,IMI,Ine Island,Marshall Islands
Zemio,IMO,IMO,Zemio,Central African Republic
Prefeito Renato Moreira Airport,IMP,IMP,Imperatriz,Brazil
Milano Rogoredo Railway Station,IMR,IMR,Milan,Italy
Ford Airport,IMT,IMT,Iron Mountain,United States
Yinchuan,INC,INC,Yinchuan,China
Indianapolis International Airport,IND,IND,Indianapolis,United States
In Guezzam,INF,INF,In Guezzam,Algeria
Lago Argentino Airport,ING,ING,Lago Argentino,Argentina
Inhambane Airport,INH,INH,Inhambane,Mozambique
Nis Airport,INI,INI,Nis,Yugoslavia
Falls International Airport,INL,INL,Intl Falls,United States
Innsbruck Airport,INN,INN,Innsbruck,Austria
Inongo Airport,INO,INO,Inongo,Congo (Rep. Dem.)
Naples Central Train Station,INP,INP,Naples,Italy
Inisheer Aerodrome,INQ,INQ,Inisheer,Ireland
Nauru International Airport,INU,INU,Nauru Island,Nauru
Inverness Airport,INV,INV,Inverness,United Kingdom
Inanwatan,INX,INX,Inanwatan,Indonesia
In Salah Airport,INZ,INZ,In Salah,Algeria
Ioannina Airport,IOA,IOA,Ioannina,Greece
Innsbruck Hbf,IOB,IOB,Innsbruck,Austria
Isle of Man Airport,IOM,IOM,Isle Of Man,United Kingdom
Impfondo Airport,ION,ION,Impfondo,Congo
Ioma,IOP,IOP,Ioma,Papua New Guinea
Inishmore Aerodrome,IOR,IOR,Inishmore,Ireland
Bahia  Jorge Amado Airport,IOS,IOS,Ilheus,Brazil
Ipota Airport,IPA,IPA,Ipota,Vanuatu
Mataveri Airport,IPC,IPC,Easter Island,Chile
Ipiranga,IPG,IPG,Ipiranga,Brazil
Sultan Azlan Shah Airport,IPH,IPH,Ipoh,Malaysia
San Luis Airport,IPI,IPI,Ipiales,Colombia
Imperial County Airport,IPL,IPL,El Centro,United States
Usiminas Airport,IPN,IPN,Ipatinga,Brazil
Williamsport Regional Airport,IPT,IPT,Williamsport,United States
Diego Aracena Airport,IQQ,IQQ,Iquique,Chile
Coronel FAP Francisco Secada Vignetta International Airport,IQT,IQT,Iquitos,Peru
Ngorangora Airport,IRA,IRA,Kirakira,Solomon Islands
Circle City /New/ Airport,IRC,IRC,Circle,United States
Lockhart River Airport,IRG,IRG,Lockhart River,Australia
Iringa Airport,IRI,IRI,Iringa,Tanzania
Capitan V A Almonacid Airport,IRJ,IRJ,La Rioja,Argentina
Kirksville Regional Airport,IRK,IRK,Kirksville,United States
Birao,IRO,IRO,Birao,Central African Republic
Matari Airport,IRP,IRP,Isiro,Congo (Rep. Dem.)
Rome Ostiense Train Station,IRR,IRR,Rome,Italy
Tapuruquara Airport,IRZ,IRZ,Santa Isabel do Rio Negro,Brazil
Mount Isa Airport,ISA,ISA,Mount Isa,Australia
New Islamabad International Airport,ISB,ISB,Islamabad,Pakistan
St. Marys Airport,ISC,ISC,Isles Of Scilly,United Kingdom
Tresco,TSO,ISC,Isles Of Scilly,United Kingdom
Suleyman Demirel International Airport,ISE,ISE,Isparta,Turkey
New Ishigaki Airport,ISG,ISG,Ishigaki,Japan
Nashik Airport,ISK,ISK,Nasik,India
Ataturk International Airport,ISL,ISL,Isabel Pass,United States
Sloulin Field International Airport,ISN,ISN,Williston,United States
Kinston Regional Jetport At Stallings Field,ISO,ISO,Kinston,United States
Long Island Mac Arthur Airport,ISP,ISP,Islip,United States
Istanbul Airport,IST,IST,Istanbul,Turkey
Sabiha Gokcen International Airport,SAW,IST,Istanbul,Turkey
Sulaymaniyah International Airport,ISU,ISU,Sulaymaniyah,Iraq
Itaituba Airport,ITB,ITB,Itaituba,Brazil
Ithaca Tompkins Regional Airport,ITH,ITH,Ithaca,United States
Itokama,ITK,ITK,Itokama,Papua New Guinea
Hilo International Airport,ITO,ITO,Hilo,United States
Niue International Airport,IUE,IUE,Niue Island,Niue
Ilu,IUL,IUL,Ilu,Indonesia
Ampampamena Airport,IVA,IVA,Ambanja,Madagascar
Invercargill Airport,IVC,IVC,Invercargill,New Zealand
Ivalo Airport,IVL,IVL,Ivalo,Finland
Inverell Airport,IVR,IVR,Inverell,Australia
Gogebic County,IWD,IWD,Ironwood,United States
Agartala Airport,IXA,IXA,Agartala,India
Bagdogra Airport,IXB,IXB,Bagdogra,India
Chandigarh Airport,IXC,IXC,Chandigarh,India
Allahabad Airport,IXD,IXD,Allahabad,India
Mangalore International Airport,IXE,IXE,Mangalore,India
Belgaum Airport,IXG,IXG,Belgaum,India
Kailashahar Airport,IXH,IXH,Kailashahar,India
North Lakhimpur Airport,IXI,IXI,Lilabari,India
Jammu Airport,IXJ,IXJ,Jammu,India
Keshod Airport,IXK,IXK,Keshod,India
Leh Kushok Bakula Rimpochee Airport,IXL,IXL,Leh,India
Madurai Airport,IXM,IXM,Madurai,India
Pathankot Airport,IXP,IXP,Pathankot,India
Birsa Munda Airport,IXR,IXR,Ranchi,India
Silchar Airport,IXS,IXS,Silchar,India
Pasighat Airport,IXT,IXT,Pasighat,India
Aurangabad Airport,IXU,IXU,Aurangabad,India
Sonari Airport,IXW,IXW,Jamshedpur,India
Kandla Airport,IXY,IXY,Kandla,India
Vir Savarkar International Airport,IXZ,IXZ,Port Blair,India
Inyokern Airport,IYK,IYK,Inyokern,United States
Zona da Mata Regional Airport,IZA,IZA,Juiz de Fora,Brazil
Adnan Menderes International Airport,ADB,IZM,Izmir,Turkey
Izumo Airport,IZO,IZO,Izumo,Japan
Jalalabad Airport,JAA,JAA,Jalalabad,Afghanistan
Jackson Hole Airport,JAC,JAC,Jackson,United States
Perth Jandakot Airport,JAD,JAD,Jandakot,Australia
Shahbaz Air Base,JAG,JAG,Jacobabad,Pakistan
Jaipur International Airport,JAI,JAI,Jaipur,India
Jacmel Airport,JAK,JAK,Jacmel,Haiti
Jackson Medgar Wiley Evers International Airport,JAN,JAN,Jackson,United States
Jahrom Airport,JAR,JAR,Arcadia,United States
Jabot,JAT,JAT,Jabot,Marshall Islands
Ilulissat Airport,JAV,JAV,Ilulisaat,Greenland
Jacksonville International Airport,JAX,JAX,Jacksonville,United States
Jonesboro Municipal Airport,JBR,JBR,Jonesboro,United States
Santa Terezinha Airport,JCB,JCB,Joacaba,Brazil
Qasigiannguit Heliport,JCH,JCH,Christianshaab,Greenland
Julia Creek Airport,JCK,JCK,Julia Creek,Australia
Jacareacanga Airport,JCR,JCR,Jacareacanga,Brazil
Francisco de Assis Airport,JDF,JDF,Juiz De Fora,Brazil
Jodhpur Airport,JDH,JDH,Jodhpur,India
Orlando Bezerra de Menezes Airport,JDO,JDO,Juazeiro Do Norte,Brazil
Sao Joao Del Rei Airport,JDR,JDR,Sao Joao del-Rei,Brazil
King Abdulaziz International Airport,JED,JED,Jeddah,Saudi Arabia
Aasiaat Airport,JEG,JEG,Aasiaat,Greenland
Jeh,JEJ,JEJ,Jeh,Marshall Islands
Jersey Airport,JER,JER,Jersey,United Kingdom
Paamiut Heliport,JFR,JFR,Frederikshaab,Greenland
Jamnagar Airport,JGA,JGA,Jamnagar,India
Jagdalpur,JGB,JGB,Jagdalpur,India
Jiayuguan Airport,JGN,JGN,Jiayuguan,China
Qeqertarsuaq Heliport,JGO,JGO,Godhavn,Greenland
Senai International Airport,JHB,JHB,Johor Bahru,Malaysia
Xishuangbanna Gasa Airport,JHG,JHG,Jinghong,China
Kapalua Airport,JHM,JHM,Kapalua,United States
Sisimiut Airport,JHS,JHS,Sisimiut,Greenland
Chautauqua County Jamestown Airport,JHW,JHW,Jamestown,United States
Djibouti Ambouli Airport,JIB,JIB,Djibouti,Djibouti
Ikaria Airport,JIK,JIK,Ikaria Island,Greece
Jimma Airport,JIM,JIM,Jimma,Ethiopia
Jericoacoara Airport,JJD,JJD,Jijoca de Jericoacoara,Brazil
Humberto Ghizzo Bortoluzzi Regional Airport,JJG,JJG,Jaguaruna,Brazil
Juanjui Airport,JJI,JJI,Juanjui,Peru
Quanzhou Jinjiang International Airport,JJN,JJN,Jinjiang,China
Jonkoping Airport,JKG,JKG,Jonkoping,Sweden
Chios Island National Airport,JKH,JKH,Chios,Greece
Kalymnos Airport,JKL,JKL,Kalymnos,Greece
Soekarno Hatta International Airport,CGK,JKT,Jakarta,Indonesia
Halim Perdanakusuma International Airport,HLP,JKT,Jakarta,Indonesia
Joplin Regional Airport,JLN,JLN,Joplin,United States
Jabalpur Airport,JLR,JLR,Jabalpur,India
Mikonos Airport,JMK,JMK,Mikonos,Greece
Jiamusi Airport,JMU,JMU,Jiamusi,China
Grand Central Airport,GCJ,JNB,Johannesburg,South Africa
OR Tambo International Airport,JNB,JNB,Johannesburg,South Africa
Nanortalik Heliport,JNN,JNN,Nanortalik,Greenland
Juneau International Airport,JNU,JNU,Juneau,United States
Naxos Airport,JNX,JNX,Naxos,Greece
Joensuu Airport,JOE,JOE,Joensuu,Finland
Adi Sutjipto International Airport,JOG,JOG,Yogyakarta,Indonesia
Lauro Carneiro de Loyola Airport,JOI,JOI,Joinville,Brazil
Jolo Airport,JOL,JOL,Jolo,Philippines
Johnston Atoll Airport,JON,JON,Johnston Island,U.S. Minor Outlaying Islands
Yakubu Gowon Airport,JOS,JOS,Jos,Nigeria
Presidente Castro Pinto International Airport,JPA,JPA,Joao Pessoa,Brazil
Ji Parana Airport,JPR,JPR,Ji Parana,Brazil
Concord Regional Airport,JQF,JQF,Concord,United States
Jorhat Airport,JRH,JRH,Jorhat,India
Kilimanjaro International Airport,JRO,JRO,Kilimanjaro,Tanzania
Jerusalem,JRS,JRS,Jerusalem,Israel
Jaisalmer Airport,JSA,JSA,Jaisalmer,India
Sitia Airport,JSH,JSH,Sitia,Greece
Skiathos Island National Airport,JSI,JSI,Skiathos,Greece
Jose De San Martin Airport,JSM,JSM,Jose D San Martin,Argentina
Jessore Airport,JSR,JSR,Jessore,Bangladesh
John Murtha Johnstown Cambria County Airport,JST,JST,Johnstown,United States
Syros Airport,JSY,JSY,Syros Island,Greece
Bauru  Arealva Airport,JTC,JTC,Bauru - Sao Paulo,Brazil
Santorini Airport,JTR,JTR,Thira,Greece
Astypalaia Airport,JTY,JTY,Astypalea Island,Greece
Juba International Airport,JUB,JUB,Juba,Sudan
Juist Airport,JUI,JUI,Juist,Germany
Gobernador Horacio Guzman International Airport,JUJ,JUJ,Jujuy,Argentina
Inca Manco Capac International Airport,JUL,JUL,Juliaca,Peru
Ankavandra Airport,JVA,JVA,Ankavandra,Madagascar
Jwaneng Airport,JWA,JWA,Jwaneng,Botswana
Zanjan Airport,JWN,JWN,Zanjan,Iran
Jyvaskyla Airport,JYV,JYV,Jyvaskyla,Finland
Kasama Airport,KAA,KAA,Kasama,Zambia
Kariba International Airport,KAB,KAB,Kariba,Zimbabwe
Kamishly Airport,KAC,KAC,Kameshli,Syrian Arab Republic
Kaduna Airport,KAD,KAD,Kaduna,Nigeria
Gangneung Airport (K 18),KAG,KAG,Kangnung,South Korea
Kajaani Airport,KAJ,KAJ,Kajaani,Finland
Kaltag Airport,KAL,KAL,Kaltag,United States
Mallam Aminu International Airport,KAN,KAN,Kano,Nigeria
Kuusamo Airport,KAO,KAO,Kuusamo,Finland
Kaitaia Airport,KAT,KAT,Kaitaia,New Zealand
Kalbarri Airport,KAX,KAX,Kalbarri,Australia
Kao Airport,KAZ,KAZ,Kau,Indonesia
Kabala,KBA,KBA,Kabala,Sierra Leone
Birch Creek,KBC,KBC,Birch Creek,United States
Kribi,KBI,KBI,Kribi,Cameroon
Hamid Karzai International Airport,KBL,KBL,Kabul,Afghanistan
Kabwum,KBM,KBM,Kabwum,Papua New Guinea
Sultan Ismail Petra Airport,KBR,KBR,Kota Bharu,Malaysia
Kaben,KBT,KBT,Kaben,Marshall Islands
Krabi Airport,KBV,KBV,Krabi,Thailand
Kambuaya,KBX,KBX,Kambuaya,Indonesia
Streaky Bay,KBY,KBY,Streaky Bay,Australia
Kuching International Airport,KCH,KCH,Kuching,Malaysia
Kirensk Airport,KCK,KCK,Kansas City,United States
Fisheries,KCG,KCL,Chignik,United States
Chignik,KCL,KCL,Chignik,United States
Chignik Lake,KCQ,KCL,Chignik,United States
Kahramanmaras Airport,KCM,KCM,Kahramanmaras,Turkey
Kochi Ryoma Airport,KCZ,KCZ,Kochi,Japan
Kolda North Airport,KDA,KDA,Kolda,Senegal
Kandi Airport,KDC,KDC,Kandi,Benin
Kandahar Airport,KDH,KDH,Kandahar,Afghanistan
Wolter Monginsidi Airport,KDI,KDI,Kendari,Indonesia
Ndende,KDN,KDN,Ndende,Gabon
Vunisea Airport,KDV,KDV,Kandavu,Fiji Islands
Keisah,KEA,KEA,Keisah,Indonesia
Kaedi Airport,KED,KED,Kaedi,Mauritania
Kelle,KEE,KEE,Kelle,Congo
Kenmore Air Harbo,KEH,KEH,Kenmore Air Harbo,United States
Kemerovo Airport,KEJ,KEJ,Kemerovo,Russian Federation
Ekwok,KEK,KEK,Ekwok,United States
Kiel Holtenau Airport,KEL,KEL,Kiel,Germany
Kemi Tornio Airport,KEM,KEM,Kemi/Tornio,Finland
Kenema Airport,KEN,KEN,Kenema,Sierra Leone
Odienne Airport,KEO,KEO,Odienne,Ivory Coast
Kebar,KEQ,KEQ,Kebar,Indonesia
Kerman Airport,KER,KER,Kerman,Iran
Kengtung Airport,KET,KET,Keng Tung,Myanmar
Kericho Airport,KEY,KEY,Kericho,Kenya
Kiffa Airport,KFA,KFA,Kiffa,Mauritania
Kalkgurung Airport,KFG,KFG,Kalkurung,Australia
False Pass Airport,KFP,KFP,False Pass,United States
Kastamonu Airport,KFS,KFS,Kastamonu,Turkey
Kananga Airport,KGA,KGA,Kananga,Congo (Rep. Dem.)
Konge,KGB,KGB,Konge,Papua New Guinea
Kingscote Airport,KGC,KGC,Kingscote,Australia
Khrabrovo Airport,KGD,KGD,Kaliningrad,Russian Federation
Sary Arka Airport,KGF,KGF,Karaganda,Kazakhstan
Kedougou Airport,KGG,KGG,Kedougou,Senegal
Kalgoorlie Boulder Airport,KGI,KGI,Kalgoorlie,Australia
Karonga Airport,KGJ,KGJ,Karonga,Malawi
Koliganek Airport,KGK,KGK,New Koliganek,United States
Kigali International Airport,KGL,KGL,Kigali,Ruanda
Kos Airport,KGS,KGS,Kos,Greece
Grayling,KGX,KGX,Grayling,United States
Kherson International Airport,KHE,KHE,Kherson,Ukraine
Kashgar Airport,KHG,KHG,Kashi,China
Kaohsiung International Airport,KHH,KHH,Kaohsiung,Taiwan
Jinnah International Airport,KHI,KHI,Karachi,Pakistan
Nanchang Changbei International Airport,KHN,KHN,Nanchang,China
Khasab Air Base,KHS,KHS,Khasab,Oman
Khost Airport,KHT,KHT,Khost,Afghanistan
Khabarovsk Novy Airport,KHV,KHV,Khabarovsk,Russian Federation
Khwai River Lodge Airport,KHW,KHW,Khwai River Lodge,Botswana
Kristianstad Airport,KID,KID,Kristianstad,Sweden
